;Date;13/01/1912 23:59;12/02/1912 08:00;09/03/1912 08:00;01/04/1912 15:00;10/05/1912 08:00;15/06/1912 08:00;02/07/1912 08:00;31/08/1912 23:59;03/09/1912 08:00;31/10/1912 23:59;04/11/1912 08:00;29/12/1912 15:00;13/01/1912 23:59;
;Hauteur (cm);456.00;192.00;242.00;210.00;110.00;110.00;109.00;120.00;130.00;153.00;212.00;242.00;456.00;
;Date;13/01/1912 23:59;12/02/1912 08:00;09/03/1912 08:00;01/04/1912 15:00;10/05/1912 08:00;15/06/1912 08:00;02/07/1912 08:00;31/08/1912 23:59;03/09/1912 08:00;31/10/1912 23:59;04/11/1912 08:00;29/12/1912 15:00;13/01/1912 23:59;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;860.00;;525.00;;427.00;Estimé;633.00;;136.00;Estimé;123.00;Estimé;144.00;Estimé;121.00;Estimé;309.00;Estimé;119.00;Estimé;549.00;Estimé;482.00;Estimé;
2;839.00;;549.00;;445.00;Estimé;613.00;;151.00;Estimé;111.00;Estimé;171.00;Estimé;111.00;Estimé;270.00;Estimé;111.00;Estimé;543.00;;530.00;;
3;804.00;;535.00;;490.00;Estimé;626.00;;165.00;Estimé;110.00;Estimé;119.00;Estimé;111.00;Estimé;331.00;Estimé;111.00;Estimé;626.00;;602.00;;
4;755.00;;505.00;;602.00;;635.00;;160.00;Estimé;130.00;Estimé;125.00;Estimé;131.00;Estimé;294.00;Estimé;107.00;Estimé;650.00;;646.00;;
5;718.00;;484.00;Estimé;619.00;;570.00;;131.00;Estimé;164.00;Estimé;117.00;Estimé;141.00;Estimé;317.00;Estimé;106.00;Estimé;601.00;;639.00;;
6;710.00;;434.00;Estimé;645.00;;558.00;;126.00;Estimé;137.00;Estimé;128.00;Estimé;135.00;Estimé;300.00;Estimé;106.00;Estimé;556.00;;655.00;;
7;774.00;;442.00;Estimé;703.00;;494.00;Estimé;173.00;Estimé;144.00;Estimé;125.00;Estimé;123.00;Estimé;312.00;Estimé;107.00;Estimé;579.00;;633.00;;
8;992.00;;510.00;Estimé;743.00;;465.00;Estimé;181.00;Estimé;132.00;Estimé;128.00;Estimé;132.00;Estimé;310.00;Estimé;114.00;Estimé;602.00;;614.00;;
9;1070.00;;507.00;;746.00;;462.00;Estimé;184.00;Estimé;129.00;Estimé;128.00;Estimé;139.00;Estimé;280.00;Estimé;112.00;Estimé;583.00;;597.00;;
10;1150.00;;521.00;;677.00;;427.00;Estimé;198.00;Estimé;123.00;Estimé;117.00;Estimé;140.00;Estimé;263.00;Estimé;114.00;Estimé;534.00;;586.00;;
11;1200.00;;541.00;;649.00;;412.00;Estimé;173.00;Estimé;129.00;Estimé;115.00;Estimé;127.00;Estimé;230.00;Estimé;110.00;Estimé;502.00;;583.00;;
12;1260.00;;580.00;;652.00;;446.00;Estimé;152.00;Estimé;125.00;Estimé;110.00;Estimé;110.00;Estimé;262.00;Estimé;109.00;Estimé;500.00;;559.00;;
13;1300.00;;553.00;;662.00;;434.00;Estimé;144.00;Estimé;125.00;Estimé;106.00;Estimé;125.00;Estimé;262.00;Estimé;108.00;Estimé;561.00;;542.00;;
14;1290.00;;550.00;;629.00;;407.00;Estimé;143.00;Estimé;136.00;Estimé;100.00;Estimé;144.00;Estimé;229.00;Estimé;116.00;Estimé;552.00;;543.00;;
15;1220.00;;529.00;;600.00;;384.00;Estimé;122.00;Estimé;193.00;Estimé;101.00;Estimé;98.30;Estimé;242.00;Estimé;118.00;Estimé;532.00;;515.00;;
16;1180.00;;528.00;;572.00;;344.00;Estimé;115.00;Estimé;162.00;Estimé;133.00;Estimé;105.00;Estimé;232.00;Estimé;111.00;Estimé;503.00;;494.00;Estimé;
17;1190.00;;516.00;;540.00;;397.00;Estimé;124.00;Estimé;139.00;Estimé;143.00;Estimé;138.00;Estimé;274.00;Estimé;127.00;Estimé;504.00;;479.00;Estimé;
18;1200.00;;517.00;;502.00;;390.00;Estimé;125.00;Estimé;145.00;Estimé;113.00;Estimé;137.00;Estimé;248.00;Estimé;122.00;Estimé;501.00;;551.00;;
19;1140.00;;517.00;;560.00;;332.00;Estimé;113.00;Estimé;121.00;Estimé;101.00;Estimé;131.00;Estimé;167.00;Estimé;119.00;Estimé;506.00;;590.00;;
20;1030.00;;475.00;Estimé;626.00;;250.00;Estimé;118.00;Estimé;165.00;Estimé;112.00;Estimé;132.00;Estimé;159.00;Estimé;128.00;Estimé;498.00;;627.00;;
21;960.00;;439.00;Estimé;613.00;;238.00;Estimé;132.00;Estimé;145.00;Estimé;118.00;Estimé;147.00;Estimé;142.00;Estimé;127.00;Estimé;490.00;Estimé;647.00;;
22;892.00;;420.00;Estimé;558.00;;231.00;Estimé;138.00;Estimé;142.00;Estimé;114.00;Estimé;189.00;Estimé;173.00;Estimé;116.00;Estimé;446.00;Estimé;630.00;;
23;843.00;;422.00;Estimé;577.00;;195.00;Estimé;136.00;Estimé;126.00;Estimé;113.00;Estimé;146.00;Estimé;144.00;Estimé;120.00;Estimé;446.00;Estimé;615.00;;
24;807.00;;436.00;Estimé;630.00;;163.00;Estimé;128.00;Estimé;112.00;Estimé;122.00;Estimé;126.00;Estimé;114.00;Estimé;128.00;Estimé;453.00;Estimé;603.00;;
25;792.00;;465.00;Estimé;668.00;;210.00;Estimé;126.00;Estimé;108.00;Estimé;115.00;Estimé;125.00;Estimé;158.00;Estimé;116.00;Estimé;428.00;Estimé;593.00;;
26;739.00;;513.00;Estimé;728.00;;215.00;Estimé;120.00;Estimé;106.00;Estimé;107.00;Estimé;120.00;Estimé;181.00;Estimé;131.00;Estimé;406.00;Estimé;607.00;;
27;716.00;;441.00;Estimé;709.00;;158.00;Estimé;121.00;Estimé;138.00;Estimé;128.00;Estimé;122.00;Estimé;145.00;Estimé;175.00;Estimé;387.00;Estimé;642.00;;
28;669.00;;398.00;Estimé;680.00;;168.00;Estimé;121.00;Estimé;140.00;Estimé;141.00;Estimé;156.00;Estimé;120.00;Estimé;197.00;Estimé;383.00;Estimé;682.00;;
29;614.00;;372.00;Estimé;666.00;;150.00;Estimé;115.00;Estimé;134.00;Estimé;115.00;Estimé;230.00;Estimé;114.00;Estimé;163.00;Estimé;443.00;Estimé;737.00;;
30;582.00;;;;643.00;;145.00;Estimé;119.00;Estimé;139.00;Estimé;126.00;Estimé;150.00;Estimé;114.00;Estimé;260.00;Estimé;489.00;Estimé;745.00;;
31;539.00;;;;641.00;;;;132.00;Estimé;;;134.00;Estimé;206.00;Estimé;;;303.00;Estimé;;;705.00;;
Procédure : QJM - Année : 1913

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1913;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;742.00;742.00; ;;
F;834.00;834.00;#;;
M;352.00;352.00;#;;
A;612.00;612.00;#;;
M;640.00;640.00;#;;
J;316.00;316.00;#;;
J;195.00;195.00;#;;
A;158.00;158.00;#;;
S;194.00;194.00;#;;
O;166.00;166.00;#;;
N;500.00;500.00;#;;
D;652.00;652.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1913
Ecoulement mensuel;Validité;;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;
;Débit moyen (m3/s);742.00;834.00;352.00;612.00;640.00;316.00;195.00;158.00;194.00;166.00;500.00;652.00;444.00;
;Débit moyen spécifique (l/s/km2);17.00;19.00;8.05;14.00;14.60;7.22;4.46;3.61;4.42;3.79;11.40;14.90;10.10;
;Lame d'eau (mm);45.40;46.10;21.60;36.20;39.10;18.70;12.00;9.70;11.50;10.10;29.60;39.90;320.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);742.00;834.00;352.00;612.00;640.00;316.00;195.00;158.00;194.00;166.00;500.00;652.00;444.00;
;Débit moyen spécifique (l/s/km2);17.00;19.00;8.05;14.00;14.60;7.22;4.46;3.61;4.42;3.79;11.40;14.90;10.10;
;Lame d'eau (mm);45.40;46.10;21.60;36.20;39.10;18.70;12.00;9.70;11.50;10.10;29.60;39.90;320.00;
;
Maximum instantané;Débit (m3/s);1020.00;1230.00;645.00;913.00;983.00;488.00;294.00;238.00;348.00;270.00;760.00;1010.00;1230.00;
;Date;25/01/1913 15:00;04/02/1913 08:00;31/03/1913 23:59;22/04/1913 15:00;19/05/1913 15:00;04/06/1913 15:00;23/07/1913 08:00;23/08/1913 08:00;08/09/1913 08:00;12/10/1913 08:00;21/11/1913 08:00;29/12/1913 15:00;04/02/1913 08:00;
;Hauteur (cm);339.00;426.00;208.00;298.00;324.00;160.00;122.00;115.00;130.00;119.00;244.00;335.00;426.00;
;Date;25/01/1913 15:00;04/02/1913 08:00;31/03/1913 23:59;22/04/1913 15:00;19/05/1913 15:00;04/06/1913 15:00;23/07/1913 08:00;23/08/1913 08:00;08/09/1913 08:00;12/10/1913 08:00;21/11/1913 08:00;29/12/1913 15:00;04/02/1913 08:00;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;653.00;;1040.00;;462.00;Estimé;673.00;;607.00;;381.00;Estimé;182.00;Estimé;143.00;Estimé;140.00;Estimé;148.00;Estimé;184.00;Estimé;570.00;;
2;638.00;;1110.00;;441.00;Estimé;708.00;;665.00;;417.00;Estimé;156.00;Estimé;145.00;Estimé;158.00;Estimé;149.00;Estimé;174.00;Estimé;546.00;;
3;610.00;;1190.00;;432.00;Estimé;700.00;;688.00;;458.00;Estimé;135.00;Estimé;156.00;Estimé;148.00;Estimé;153.00;Estimé;159.00;Estimé;520.00;;
4;619.00;;1220.00;;416.00;Estimé;683.00;;670.00;;474.00;Estimé;121.00;Estimé;169.00;Estimé;134.00;Estimé;129.00;Estimé;151.00;Estimé;462.00;Estimé;
5;609.00;;1200.00;;374.00;Estimé;547.00;;642.00;;467.00;Estimé;166.00;Estimé;163.00;Estimé;135.00;Estimé;130.00;Estimé;187.00;Estimé;453.00;Estimé;
6;579.00;;1170.00;;379.00;Estimé;512.00;;635.00;;483.00;Estimé;202.00;Estimé;147.00;Estimé;273.00;Estimé;139.00;Estimé;194.00;Estimé;467.00;Estimé;
7;607.00;;1120.00;;354.00;Estimé;477.00;Estimé;645.00;;460.00;Estimé;206.00;Estimé;164.00;Estimé;324.00;Estimé;146.00;Estimé;213.00;Estimé;579.00;Estimé;
8;671.00;;1080.00;;331.00;Estimé;440.00;Estimé;610.00;;435.00;Estimé;236.00;Estimé;163.00;Estimé;312.00;Estimé;157.00;Estimé;288.00;Estimé;807.00;;
9;685.00;;1070.00;;331.00;Estimé;406.00;Estimé;586.00;;431.00;Estimé;210.00;Estimé;125.00;Estimé;228.00;Estimé;161.00;Estimé;322.00;Estimé;805.00;;
10;608.00;;1070.00;;309.00;Estimé;350.00;Estimé;555.00;;408.00;Estimé;180.00;Estimé;188.00;Estimé;272.00;Estimé;232.00;Estimé;363.00;Estimé;906.00;;
11;555.00;;1040.00;;304.00;Estimé;399.00;Estimé;568.00;;341.00;Estimé;199.00;Estimé;193.00;Estimé;139.00;Estimé;244.00;Estimé;443.00;Estimé;909.00;;
12;540.00;;992.00;;268.00;Estimé;403.00;Estimé;641.00;;309.00;Estimé;197.00;Estimé;188.00;Estimé;220.00;Estimé;257.00;Estimé;463.00;Estimé;829.00;;
13;564.00;;907.00;;291.00;Estimé;412.00;Estimé;672.00;;266.00;Estimé;189.00;Estimé;181.00;Estimé;208.00;Estimé;212.00;Estimé;484.00;Estimé;771.00;;
14;563.00;;835.00;;247.00;Estimé;489.00;Estimé;644.00;;308.00;Estimé;214.00;Estimé;178.00;Estimé;181.00;Estimé;181.00;Estimé;653.00;;722.00;;
15;581.00;;799.00;;209.00;Estimé;491.00;Estimé;607.00;;277.00;Estimé;243.00;Estimé;173.00;Estimé;214.00;Estimé;228.00;Estimé;686.00;;641.00;;
16;565.00;;759.00;;233.00;Estimé;440.00;Estimé;672.00;;233.00;Estimé;242.00;Estimé;158.00;Estimé;185.00;Estimé;187.00;Estimé;714.00;;633.00;;
17;593.00;;722.00;;212.00;Estimé;475.00;Estimé;757.00;;205.00;Estimé;238.00;Estimé;187.00;Estimé;172.00;Estimé;154.00;Estimé;708.00;;600.00;;
18;688.00;;684.00;;219.00;Estimé;556.00;;880.00;;201.00;Estimé;252.00;Estimé;158.00;Estimé;193.00;Estimé;162.00;Estimé;697.00;;592.00;;
19;704.00;;663.00;;219.00;Estimé;602.00;;968.00;;240.00;Estimé;237.00;Estimé;156.00;Estimé;210.00;Estimé;154.00;Estimé;646.00;;633.00;;
20;757.00;;607.00;;225.00;Estimé;621.00;;939.00;;248.00;Estimé;239.00;Estimé;136.00;Estimé;247.00;Estimé;142.00;Estimé;724.00;;620.00;;
21;807.00;;573.00;;254.00;Estimé;795.00;;840.00;;218.00;Estimé;209.00;Estimé;139.00;Estimé;208.00;Estimé;143.00;Estimé;753.00;;609.00;;
22;894.00;;545.00;;295.00;Estimé;884.00;;776.00;;246.00;Estimé;238.00;Estimé;170.00;Estimé;205.00;Estimé;163.00;Estimé;726.00;;575.00;;
23;981.00;;566.00;;321.00;Estimé;844.00;;685.00;;310.00;Estimé;278.00;Estimé;210.00;Estimé;164.00;Estimé;170.00;Estimé;695.00;;550.00;;
24;994.00;;533.00;;375.00;Estimé;810.00;;582.00;;281.00;Estimé;219.00;Estimé;145.00;Estimé;170.00;Estimé;135.00;Estimé;661.00;;523.00;;
25;1010.00;;506.00;;430.00;Estimé;792.00;;507.00;;280.00;Estimé;157.00;Estimé;132.00;Estimé;163.00;Estimé;149.00;Estimé;657.00;;475.00;Estimé;
26;1000.00;;479.00;Estimé;376.00;Estimé;824.00;;570.00;;277.00;Estimé;186.00;Estimé;125.00;Estimé;142.00;Estimé;151.00;Estimé;650.00;;502.00;;
27;1000.00;;393.00;Estimé;386.00;Estimé;851.00;;531.00;;236.00;Estimé;178.00;Estimé;169.00;Estimé;157.00;Estimé;154.00;Estimé;618.00;;482.00;Estimé;
28;998.00;;482.00;Estimé;518.00;Estimé;816.00;;474.00;Estimé;204.00;Estimé;147.00;Estimé;154.00;Estimé;215.00;Estimé;168.00;Estimé;617.00;;588.00;;
29;985.00;;;;545.00;;740.00;;440.00;Estimé;214.00;Estimé;137.00;Estimé;125.00;Estimé;160.00;Estimé;134.00;Estimé;593.00;;903.00;;
30;971.00;;;;559.00;;620.00;;402.00;Estimé;186.00;Estimé;125.00;Estimé;133.00;Estimé;137.00;Estimé;154.00;Estimé;582.00;;964.00;;
31;983.00;;;;613.00;;;;388.00;Estimé;;;146.00;Estimé;132.00;Estimé;;;157.00;Estimé;;;991.00;;
Procédure : QJM - Année : 1914

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1914;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;828.00;828.00; ;;
F;547.00;547.00;#;;
M;1100.00;1100.00; ;;
A;808.00;808.00;#;;
M;313.00;313.00;#;;
J;216.00;216.00;#;;
J;188.00;188.00;#;;
A;146.00;146.00;#;;
S;180.00;180.00;#;;
O;132.00;132.00;#;;
N;238.00;238.00;#;;
D;503.00;503.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1914
Ecoulement mensuel;Validité;;Estimé;;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;
;Débit moyen (m3/s);828.00;547.00;1100.00;808.00;313.00;216.00;188.00;146.00;180.00;132.00;238.00;503.00;433.00;
;Débit moyen spécifique (l/s/km2);18.90;12.50;25.00;18.40;7.14;4.92;4.28;3.34;4.12;3.01;5.44;11.50;9.88;
;Lame d'eau (mm);50.60;30.20;67.10;47.80;19.10;12.80;11.50;9.00;10.70;8.10;14.10;30.80;312.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);828.00;547.00;1100.00;808.00;313.00;216.00;188.00;146.00;180.00;132.00;238.00;503.00;433.00;
;Débit moyen spécifique (l/s/km2);18.90;12.50;25.00;18.40;7.14;4.92;4.28;3.34;4.12;3.01;5.44;11.50;9.88;
;Lame d'eau (mm);50.60;30.20;67.10;47.80;19.10;12.80;11.50;9.00;10.70;8.10;14.10;30.80;312.00;
;
Maximum instantané;Débit (m3/s);1020.00;891.00;1400.00;1390.00;424.00;397.00;319.00;278.00;359.00;272.00;438.00;731.00;1400.00;
;Date;12/01/1914 15:00;25/02/1914 15:00;31/03/1914 15:00;01/04/1914 08:00;04/05/1914 08:00;17/06/1914 08:00;06/07/1914 08:00;07/08/1914 08:00;27/09/1914 08:00;01/10/1914 00:01;20/11/1914 08:00;22/12/1914 15:00;31/03/1914 15:00;
;Hauteur (cm);340.00;290.00;487.00;485.00;146.00;139.00;125.00;120.00;132.00;119.00;149.00;235.00;487.00;
;Date;12/01/1914 15:00;25/02/1914 15:00;31/03/1914 15:00;01/04/1914 08:00;04/05/1914 08:00;17/06/1914 08:00;06/07/1914 08:00;07/08/1914 08:00;27/09/1914 08:00;01/10/1914 00:01;20/11/1914 08:00;22/12/1914 15:00;31/03/1914 15:00;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;926.00;;524.00;;748.00;;1380.00;;366.00;Estimé;272.00;Estimé;252.00;Estimé;131.00;Estimé;126.00;Estimé;253.00;Estimé;125.00;Estimé;200.00;Estimé;
2;821.00;;498.00;;755.00;;1330.00;;358.00;Estimé;268.00;Estimé;251.00;Estimé;140.00;Estimé;123.00;Estimé;186.00;Estimé;153.00;Estimé;193.00;Estimé;
3;805.00;;486.00;Estimé;732.00;;1280.00;;345.00;Estimé;231.00;Estimé;152.00;Estimé;176.00;Estimé;118.00;Estimé;133.00;Estimé;186.00;Estimé;178.00;Estimé;
4;777.00;;447.00;Estimé;746.00;;1260.00;;411.00;Estimé;208.00;Estimé;141.00;Estimé;160.00;Estimé;113.00;Estimé;126.00;Estimé;160.00;Estimé;229.00;Estimé;
5;809.00;;438.00;Estimé;743.00;;1220.00;;383.00;Estimé;223.00;Estimé;242.00;Estimé;133.00;Estimé;110.00;Estimé;119.00;Estimé;129.00;Estimé;277.00;Estimé;
6;906.00;;447.00;Estimé;782.00;;1160.00;;361.00;Estimé;203.00;Estimé;292.00;Estimé;157.00;Estimé;117.00;Estimé;117.00;Estimé;126.00;Estimé;279.00;Estimé;
7;961.00;;435.00;Estimé;846.00;;1090.00;;364.00;Estimé;155.00;Estimé;223.00;Estimé;254.00;Estimé;123.00;Estimé;126.00;Estimé;142.00;Estimé;329.00;Estimé;
8;1010.00;;415.00;Estimé;945.00;;1070.00;;382.00;Estimé;155.00;Estimé;202.00;Estimé;207.00;Estimé;112.00;Estimé;124.00;Estimé;221.00;Estimé;360.00;Estimé;
9;978.00;;385.00;Estimé;1020.00;;1070.00;;385.00;Estimé;144.00;Estimé;207.00;Estimé;149.00;Estimé;105.00;Estimé;121.00;Estimé;171.00;Estimé;427.00;Estimé;
10;917.00;;401.00;Estimé;1070.00;;1030.00;;363.00;Estimé;172.00;Estimé;172.00;Estimé;164.00;Estimé;113.00;Estimé;115.00;Estimé;148.00;Estimé;402.00;Estimé;
11;901.00;;405.00;Estimé;1080.00;;979.00;;349.00;Estimé;176.00;Estimé;169.00;Estimé;184.00;Estimé;122.00;Estimé;123.00;Estimé;157.00;Estimé;431.00;Estimé;
12;1000.00;;408.00;Estimé;1070.00;;927.00;;347.00;Estimé;185.00;Estimé;181.00;Estimé;157.00;Estimé;119.00;Estimé;124.00;Estimé;143.00;Estimé;489.00;Estimé;
13;1020.00;;413.00;Estimé;1100.00;;871.00;;343.00;Estimé;158.00;Estimé;180.00;Estimé;117.00;Estimé;117.00;Estimé;121.00;Estimé;145.00;Estimé;552.00;;
14;1010.00;;430.00;Estimé;1150.00;;793.00;;354.00;Estimé;147.00;Estimé;178.00;Estimé;152.00;Estimé;129.00;Estimé;115.00;Estimé;149.00;Estimé;630.00;;
15;989.00;;493.00;Estimé;1180.00;;758.00;;389.00;Estimé;185.00;Estimé;201.00;Estimé;168.00;Estimé;156.00;Estimé;128.00;Estimé;138.00;Estimé;630.00;;
16;936.00;;504.00;;1210.00;;727.00;;385.00;Estimé;368.00;Estimé;204.00;Estimé;147.00;Estimé;188.00;Estimé;144.00;Estimé;160.00;Estimé;591.00;;
17;906.00;;495.00;;1230.00;;695.00;;350.00;Estimé;374.00;Estimé;190.00;Estimé;137.00;Estimé;186.00;Estimé;142.00;Estimé;222.00;Estimé;579.00;;
18;876.00;;492.00;;1240.00;;658.00;;310.00;Estimé;270.00;Estimé;169.00;Estimé;135.00;Estimé;163.00;Estimé;144.00;Estimé;173.00;Estimé;597.00;;
19;869.00;;484.00;Estimé;1230.00;;608.00;;313.00;Estimé;219.00;Estimé;167.00;Estimé;116.00;Estimé;180.00;Estimé;149.00;Estimé;387.00;Estimé;570.00;;
20;879.00;;496.00;Estimé;1200.00;;585.00;;289.00;Estimé;296.00;Estimé;205.00;Estimé;120.00;Estimé;203.00;Estimé;149.00;Estimé;422.00;Estimé;562.00;;
21;894.00;;548.00;;1160.00;;561.00;;265.00;Estimé;241.00;Estimé;228.00;Estimé;147.00;Estimé;189.00;Estimé;135.00;Estimé;398.00;Estimé;609.00;;
22;855.00;;664.00;;1150.00;;538.00;;257.00;Estimé;210.00;Estimé;180.00;Estimé;148.00;Estimé;267.00;Estimé;104.00;Estimé;427.00;Estimé;715.00;;
23;805.00;;814.00;;1160.00;;520.00;;223.00;Estimé;256.00;Estimé;208.00;Estimé;144.00;Estimé;219.00;Estimé;108.00;Estimé;413.00;Estimé;714.00;;
24;758.00;;874.00;;1160.00;;508.00;;218.00;Estimé;212.00;Estimé;204.00;Estimé;147.00;Estimé;223.00;Estimé;121.00;Estimé;418.00;Estimé;693.00;;
25;706.00;;878.00;;1180.00;;494.00;Estimé;205.00;Estimé;209.00;Estimé;190.00;Estimé;133.00;Estimé;295.00;Estimé;122.00;Estimé;393.00;Estimé;641.00;;
26;628.00;;873.00;;1230.00;;463.00;Estimé;212.00;Estimé;245.00;Estimé;135.00;Estimé;117.00;Estimé;295.00;Estimé;128.00;Estimé;376.00;Estimé;640.00;;
27;556.00;;793.00;;1320.00;;489.00;Estimé;178.00;Estimé;207.00;Estimé;143.00;Estimé;120.00;Estimé;344.00;Estimé;128.00;Estimé;329.00;Estimé;612.00;;
28;564.00;;773.00;;1380.00;;442.00;Estimé;237.00;Estimé;173.00;Estimé;138.00;Estimé;119.00;Estimé;301.00;Estimé;121.00;Estimé;282.00;Estimé;597.00;;
29;565.00;;;;1390.00;;376.00;Estimé;223.00;Estimé;149.00;Estimé;137.00;Estimé;117.00;Estimé;279.00;Estimé;124.00;Estimé;255.00;Estimé;618.00;;
30;525.00;;;;1390.00;;369.00;Estimé;256.00;Estimé;154.00;Estimé;143.00;Estimé;118.00;Estimé;276.00;Estimé;122.00;Estimé;196.00;Estimé;635.00;;
31;509.00;;;;1390.00;;;;275.00;Estimé;;;134.00;Estimé;124.00;Estimé;;;114.00;Estimé;;;618.00;;
Procédure : QJM - Année : 1915

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1915;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;899.00;899.00; ;;
F;742.00;742.00; ;;
M;582.00;582.00;#;;
A;746.00;746.00;#;;
M;292.00;292.00;#;;
J;146.00;146.00;#;;
J;116.00;116.00;#;;
A;115.00;115.00;#;;
S;116.00;116.00;#;;
O;121.00;121.00;#;;
N;137.00;137.00;#;;
D;705.00;705.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1915
Ecoulement mensuel;Validité;;;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;
;Débit moyen (m3/s);899.00;742.00;582.00;746.00;292.00;146.00;116.00;115.00;116.00;121.00;137.00;705.00;391.00;
;Débit moyen spécifique (l/s/km2);20.50;16.90;13.30;17.00;6.67;3.33;2.65;2.63;2.65;2.77;3.12;16.10;8.93;
;Lame d'eau (mm);55.00;41.00;35.60;44.10;17.90;8.60;7.10;7.10;6.90;7.40;8.10;43.10;282.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);899.00;742.00;582.00;746.00;292.00;146.00;116.00;115.00;116.00;121.00;137.00;705.00;391.00;
;Débit moyen spécifique (l/s/km2);20.50;16.90;13.30;17.00;6.67;3.33;2.65;2.63;2.65;2.77;3.12;16.10;8.93;
;Lame d'eau (mm);55.00;41.00;35.60;44.10;17.90;8.60;7.10;7.10;6.90;7.40;8.10;43.10;282.00;
;
Maximum instantané;Débit (m3/s);1170.00;891.00;702.00;1120.00;465.00;225.00;137.00;170.00;213.00;170.00;219.00;1070.00;1170.00;
;Date;24/01/1915 15:00;16/02/1915 08:00;04/03/1915 08:00;12/04/1915 15:00;07/05/1915 08:00;02/06/1915 08:00;01/07/1915 00:01;25/08/1915 08:00;29/09/1915 08:00;16/10/1915 08:00;15/11/1915 08:00;28/12/1915 08:00;24/01/1915 15:00;
;Hauteur (cm);400.00;290.00;226.00;381.00;155.00;113.00;96.70;104.00;111.00;104.00;112.00;360.00;400.00;
;Date;24/01/1915 15:00;16/02/1915 08:00;04/03/1915 08:00;12/04/1915 15:00;07/05/1915 08:00;02/06/1915 08:00;01/07/1915 00:01;25/08/1915 08:00;29/09/1915 08:00;16/10/1915 08:00;15/11/1915 08:00;28/12/1915 08:00;24/01/1915 15:00;
